CustomerID,City,NoOfChildren,MinAgeOfChild,MaxAgeOfChild,Tenure,FrquncyOfPurchase,NoOfUnitsPurchased,FrequencyOFPlay,NoOfGamesPlayed,NoOfGamesBought,FavoriteChannelOfTransaction,FavoriteGame,TotalRevenueGenerated
1781,1,2,4,6,358,36,25,1095,176,29,Favorite,Uniform,323.74
1782,1,2,4,7,453,25,18,1509,137,25,Favorite,Uniform,157.5
1783,1,3,4,6,371,11,11,1964,110,11,Favorite,Uniform,110
1784,1,3,3,8,468,16,16,1518,110,16,Favorite,Uniform,157.25
1785,1,2,5,7,207,24,22,427,58,24,Favorite,Uniform,200
1786,1,2,5,8,312,13,11,3082,109,13,Favorite,Uniform,162.5
1787,1,1,4,4,369,8,8,758,2,2,Favorite,Uniform,195
1788,1,3,8,15,245,18,15,283,56,18,Uniform,Uniform,120
1789,1,2,3,7,401,15,13,1161,26,15,Favorite,Uniform,132.5
1790,1,1,6,6,369,25,25,1056,78,25,Favorite,Uniform,217.5
1791,1,1,5,5,298,11,11,1748,52,11,Favorite,Uniform,137.5
1792,1,2,5,8,115,10,10,2871,169,10,Favorite,Uniform,115
1793,1,4,5,13,393,23,20,2459,225,23,Favorite,Uniform,185.53
1794,1,2,5,9,438,24,23,1900,147,24,Favorite,Uniform,211.51
1795,1,2,5,7,440,12,10,1219,76,12,Favorite,Uniform,145
1796,1,1,6,6,365,42,26,674,79,42,Favorite,Uniform,232.48
1797,1,2,6,8,374,15,14,2576,138,15,Favorite,Uniform,145
1798,1,4,7,10,368,13,13,2438,144,10,Uniform,Uniform,135.72
1799,1,2,4,6,366,15,15,4406,269,14,Favorite,Uniform,173.48
1800,1,2,6,8,363,11,11,1062,147,11,Favorite,Uniform,112.5
1801,1,2,4,6,462,6,6,492,41,6,Favorite,Uniform,100
1802,1,3,6,7,205,15,12,206,37,15,Favorite,Uniform,127.5
1803,1,1,5,5,404,23,18,398,66,23,Favorite,Uniform,180
1804,1,2,5,8,397,12,11,938,110,12,Favorite,Uniform,102.51
1805,1,3,6,113,286,6,6,2137,72,6,Favorite,Uniform,102.5
1806,1,2,4,8,155,15,11,376,33,15,Uniform,Uniform,117.5
1807,1,1,5,5,304,16,16,545,57,15,Favorite,Uniform,170.5
1808,1,2,4,6,337,10,10,458,44,10,Favorite,Uniform,110
1809,1,1,6,6,439,15,15,933,69,15,Favorite,Uniform,184.5
1810,1,4,5,20,459,23,18,3134,91,23,Favorite,Uniform,172.5
1811,1,3,5,10,380,25,20,1185,136,25,Uniform,Uniform,197.5
1812,1,2,4,6,446,9,9,290,34,9,Favorite,Uniform,137.5
1813,1,2,6,9,353,16,9,249,32,16,Favorite,Uniform,110
1814,1,1,6,6,138,17,11,164,27,17,Uniform,Uniform,107.5
1815,1,1,7,7,373,24,21,454,62,24,Favorite,Uniform,212.5
1816,1,1,5,5,308,25,25,1674,85,25,Favorite,Uniform,352.5
1817,1,1,4,4,366,22,22,196,57,21,Favorite,Uniform,143.7
1818,1,2,3,7,439,22,13,1667,146,20,Uniform,Uniform,106.48
1819,1,2,4,6,398,9,9,6011,284,9,Favorite,Uniform,102.5
1820,1,2,6,7,364,23,20,5051,203,23,Favorite,Uniform,186
1821,1,2,5,11,431,14,10,205,41,14,Favorite,Uniform,148.75
1822,1,1,5,5,447,14,14,2447,146,14,Favorite,Uniform,140
1823,1,4,4,8,278,10,10,3667,149,10,Favorite,Uniform,120
1824,1,2,6,9,366,13,9,2545,253,13,Favorite,Uniform,105.01
1825,1,2,5,8,287,6,7,228,29,3,Favorite,Uniform,187.26
1826,1,1,8,8,377,16,16,111,21,16,Uniform,Uniform,142
1827,1,1,5,5,378,4,4,323,8,0,Favorite,Uniform,169.97
1828,1,1,5,5,450,15,15,1426,93,11,Favorite,Uniform,154.94
1829,1,3,3,8,372,11,11,480,38,2,Favorite,Uniform,229.91
1830,1,1,5,5,413,17,15,548,61,17,Favorite,Uniform,135
1831,1,1,5,5,102,11,11,160,12,8,Favorite,Uniform,143.66
1832,1,1,6,6,365,15,15,502,62,15,Favorite,Uniform,128.51
1833,1,1,5,5,334,14,11,1900,34,8,Favorite,Uniform,220.88
1834,1,2,1,5,354,26,18,662,78,26,Favorite,Uniform,137.5
1835,1,2,4,8,398,6,5,423,16,5,Favorite,Uniform,137.49
1836,1,1,5,5,454,12,12,2104,195,9,Favorite,Uniform,119.97
1837,1,1,4,4,328,15,14,369,23,15,Uniform,Uniform,105
1838,1,2,4,8,432,12,11,1875,50,12,Favorite,Uniform,126.25
1839,1,6,1,7,431,24,20,1567,83,23,Favorite,Uniform,152.41
1840,1,1,4,4,406,19,13,3157,110,19,Favorite,Uniform,130
1841,1,3,4,8,291,8,8,338,26,3,Favorite,Uniform,192.26
1842,1,3,3,7,176,20,15,2221,57,20,Uniform,Uniform,115.02
1843,1,1,4,4,249,12,12,149,15,8,Favorite,Favorite,121.15
1844,1,2,7,7,391,21,20,2986,234,18,Favorite,Uniform,260
1845,1,2,4,7,256,6,6,65,5,2,Uniform,Uniform,159.97
1846,1,1,6,6,319,7,7,270,41,3,Favorite,Uniform,119.48
1847,1,2,4,6,417,19,14,199,22,19,Favorite,Uniform,142.5
1848,1,2,5,8,436,13,13,1180,125,13,Favorite,Uniform,195
1849,1,1,9,9,201,12,10,519,25,6,Favorite,Uniform,250
1850,1,1,6,6,432,26,26,5704,143,26,Favorite,Uniform,255.01
1851,1,2,5,7,392,7,7,1880,127,2,Favorite,Uniform,108.64
1852,1,2,1,4,388,14,10,218,24,14,Favorite,Uniform,110
1853,1,1,4,4,469,14,11,4679,55,14,Favorite,Uniform,102.5
1854,1,2,7,16,341,9,9,984,61,9,Favorite,Uniform,110
1855,1,3,4,7,404,12,8,1473,66,12,Favorite,Uniform,147.5
1856,1,3,4,7,366,23,18,637,39,23,Favorite,Uniform,133.76
1857,2,2,5,6,344,12,12,1375,146,12,Favorite,Uniform,110.18
1858,1,2,6,7,232,7,7,2425,101,7,Favorite,Uniform,107.5
1859,1,3,5,6,386,45,43,7694,325,45,Favorite,Uniform,327.51
1860,1,3,3,7,367,8,8,545,18,8,Favorite,Uniform,100
1861,2,2,7,7,438,15,14,2009,147,15,Favorite,Uniform,142.15
1862,1,4,6,7,400,29,29,1315,195,29,Favorite,Uniform,312.5
1863,1,4,3,7,444,33,32,4289,188,32,Favorite,Uniform,250.99
1864,1,2,4,6,440,16,13,1887,207,16,Favorite,Uniform,124
1865,1,3,5,7,314,20,15,1260,80,16,Favorite,Uniform,220.62
1866,1,2,5,5,432,45,46,8114,417,40,Favorite,Uniform,470.69
1867,1,1,5,5,181,21,19,795,38,21,Uniform,Uniform,162.5
1868,1,2,5,6,383,35,31,2131,224,33,Favorite,Uniform,397.48
1869,1,2,4,6,457,18,18,3919,375,4,Uniform,Uniform,193.08
1870,1,3,6,22,201,8,5,152,40,8,Favorite,Uniform,110
1871,1,1,6,6,433,16,16,2266,115,9,Favorite,Uniform,238.23
1872,1,2,3,6,422,31,31,6453,362,31,Favorite,Uniform,315.5
1873,1,2,3,5,224,9,9,0,1,9,Favorite,Favorite,120
1874,1,3,7,12,209,20,10,434,128,20,Uniform,Uniform,120
1875,1,5,4,9,369,21,17,1703,151,21,Favorite,Uniform,165
1876,1,2,4,6,272,15,15,419,34,9,Favorite,Uniform,224.99
1877,1,3,5,5,434,17,17,754,46,13,Favorite,Uniform,188.46
1878,1,3,4,9,434,13,13,1023,118,13,Favorite,Uniform,180
1879,1,2,5,113,202,9,8,483,68,9,Favorite,Uniform,105
1880,1,2,5,7,283,12,12,895,52,11,Favorite,Uniform,115.49
1881,1,1,6,6,367,13,12,2825,105,11,Uniform,Uniform,173.14
1882,1,3,2,6,317,15,15,4385,94,15,Favorite,Uniform,170.25
1883,1,2,5,6,384,17,14,964,88,17,Favorite,Uniform,187.5
1884,1,3,5,8,143,21,14,378,21,21,Uniform,Uniform,145
1885,1,1,5,5,433,18,18,1474,167,18,Favorite,Uniform,285
1886,1,2,6,6,406,19,18,4186,319,19,Uniform,Uniform,150.05
1887,1,1,6,6,368,16,16,380,26,9,Favorite,Uniform,224.9
1888,1,1,4,4,347,12,12,220,27,7,Favorite,Uniform,133.45
1889,1,2,3,5,450,45,40,4646,168,45,Favorite,Uniform,377.51
1890,1,1,6,6,392,17,14,2872,92,17,Favorite,Uniform,140
1891,1,2,6,8,350,12,11,2921,239,12,Favorite,Uniform,140
1892,1,3,4,5,421,16,13,599,71,16,Favorite,Uniform,112.48
1893,2,2,6,9,463,11,11,891,87,11,Favorite,Uniform,131.26
1894,1,2,5,7,383,10,10,2083,20,10,Uniform,Uniform,102.5
1895,1,2,6,7,227,11,11,2505,121,11,Favorite,Uniform,157.5
1896,1,2,4,8,401,41,37,3724,185,34,Favorite,Uniform,533.98
1897,1,5,3,12,309,16,17,802,110,10,Favorite,Uniform,212.93
1898,1,2,5,113,355,16,16,1700,142,10,Favorite,Uniform,270
1899,1,6,4,11,367,17,16,1932,116,17,Uniform,Uniform,140.02
1900,1,1,5,5,331,7,7,279,6,0,Favorite,Favorite,217.93
1901,2,2,5,7,132,8,8,365,22,8,Favorite,Uniform,115.13
1902,1,2,4,6,425,16,14,1644,58,16,Favorite,Uniform,115
1903,1,2,3,6,338,9,9,953,79,9,Favorite,Uniform,110
1904,1,1,4,4,372,9,9,402,22,6,Favorite,Favorite,100.47
1905,1,2,6,8,371,12,11,1582,104,12,Uniform,Uniform,100
1906,1,2,3,5,236,1,1,0,0,0,Favorite,NONE,129.99
1907,1,2,5,7,368,17,17,1082,67,15,Favorite,Uniform,179.24
1908,1,3,5,13,326,8,8,2,4,3,Favorite,Uniform,111.33
1909,1,1,4,4,433,14,12,1027,92,14,Uniform,Uniform,105.01
1910,1,2,6,8,383,33,21,1355,53,33,Uniform,Uniform,150
1911,2,2,5,7,325,11,11,1359,121,11,Favorite,Uniform,140.82
1912,1,2,4,6,204,17,12,2810,172,17,Favorite,Uniform,172.5
1913,1,1,7,7,399,18,15,528,54,11,Favorite,Uniform,209.97
1914,1,2,3,6,224,33,23,427,45,33,Favorite,Uniform,222.5
1915,1,1,5,5,441,13,13,686,72,13,Favorite,Uniform,127.51
1916,1,2,6,8,179,11,12,974,93,3,Favorite,Uniform,245.73
1917,1,1,7,7,463,15,13,1069,59,15,Favorite,Uniform,112.5
1918,1,2,7,7,355,13,13,693,90,13,Favorite,Uniform,160.01
1919,1,3,5,9,366,10,11,83,17,0,Favorite,Favorite,282.89
1920,1,3,4,8,419,28,23,972,152,28,Uniform,Uniform,207.52
1921,1,3,5,7,289,11,10,1850,64,11,Favorite,Uniform,140
1922,1,2,3,5,367,22,17,2725,66,22,Favorite,Uniform,191
1923,1,1,8,8,231,16,16,520,50,16,Favorite,Uniform,127.5
1924,1,1,5,5,313,19,19,628,68,19,Favorite,Uniform,184
1925,1,1,4,4,420,16,11,779,44,13,Uniform,Uniform,123.03
1926,1,2,3,7,329,10,7,629,47,10,Favorite,Uniform,105
1927,2,1,5,5,452,9,9,1705,53,9,Favorite,Uniform,106.63
1928,1,3,5,8,387,11,9,664,58,11,Favorite,Uniform,117.5
1929,1,2,3,7,411,14,12,1129,117,14,Favorite,Uniform,160
1930,1,3,4,7,282,16,13,2491,248,16,Favorite,Uniform,120
1931,1,2,2,7,365,11,11,1458,39,11,Uniform,Uniform,102.5
1932,1,2,5,8,310,13,13,867,50,13,Favorite,Uniform,140
1933,1,2,3,6,311,23,21,2486,134,21,Favorite,Uniform,229.24
1934,1,2,5,7,214,10,9,946,61,6,Uniform,Uniform,119.15
1935,1,2,4,5,369,34,18,1680,69,34,Uniform,Uniform,150.01
1936,1,2,5,7,367,27,15,2161,108,27,Favorite,Uniform,240
1937,1,2,4,6,415,11,11,1656,89,11,Favorite,Uniform,137.5
1938,1,2,2,4,457,17,17,1672,108,17,Favorite,Uniform,155.01
1939,1,2,7,9,428,23,23,4010,320,23,Favorite,Uniform,253.75
1940,1,2,3,5,385,8,8,1026,77,8,Uniform,Uniform,100
1941,1,2,4,6,204,12,12,1014,10,12,Favorite,Favorite,175
1942,1,3,3,5,446,47,35,1779,192,47,Uniform,Uniform,210
1943,1,1,9,9,161,10,10,229,11,10,Favorite,Uniform,125
1944,1,2,4,5,368,16,15,225,27,16,Favorite,Uniform,110
1945,2,3,2,8,397,27,27,3558,146,27,Favorite,Uniform,338.51
1946,1,1,6,6,409,16,15,756,65,14,Favorite,Uniform,178.14
1947,1,2,4,6,375,25,19,2175,95,25,Favorite,Uniform,157.51
1948,1,1,7,7,313,10,10,1702,79,10,Uniform,Uniform,107.5
1949,1,3,3,10,452,9,9,2166,70,9,Favorite,Uniform,119.99
1950,1,3,6,8,200,15,15,248,58,15,Favorite,Uniform,173.01
1951,1,2,6,8,460,21,17,2652,292,19,Uniform,Uniform,150.53
1952,1,1,7,7,384,13,12,891,23,13,Favorite,Favorite,100
1953,1,1,4,4,308,6,6,256,29,3,Favorite,Favorite,164.09
1954,1,2,4,7,370,20,13,1161,28,20,Uniform,Uniform,107.5
1955,1,1,4,4,284,12,12,168,20,12,Favorite,Uniform,125
1956,1,4,4,13,244,10,10,1600,64,10,Favorite,Uniform,145
1957,1,4,3,8,392,19,17,2034,177,19,Uniform,Uniform,147.51
1958,1,2,6,7,355,12,10,2531,49,12,Favorite,Uniform,150
1959,1,1,4,4,435,14,14,2938,124,14,Favorite,Uniform,120
1960,1,1,5,5,366,10,10,930,37,10,Favorite,Uniform,108.62
1961,1,2,4,6,362,21,21,6395,553,21,Favorite,Uniform,320.01
1962,1,1,5,5,457,23,18,1864,147,22,Uniform,Uniform,217.49
1963,1,3,2,6,377,9,9,236,40,9,Favorite,Uniform,102.5
1964,1,4,2,9,442,34,31,2251,133,25,Uniform,Uniform,294.79
1965,1,1,5,5,349,16,14,4349,229,16,Favorite,Uniform,174.5
1966,1,2,2,5,359,7,7,36,14,3,Favorite,Uniform,209.99
1967,1,2,6,11,195,14,14,277,35,14,Favorite,Uniform,202.5
1968,1,3,5,7,233,3,4,907,55,2,Favorite,Uniform,274.98
1969,1,2,4,8,104,13,11,369,15,13,Favorite,Uniform,122.5
1970,1,4,4,7,468,12,12,740,44,12,Favorite,Uniform,107.5
1971,1,2,3,5,252,22,22,281,39,22,Favorite,Uniform,197.42
1972,1,2,4,6,269,10,10,74,7,0,Favorite,Uniform,189.93
1973,2,2,5,5,454,16,16,2252,218,16,Favorite,Uniform,195.24
1974,1,5,5,9,381,22,27,122,7,8,Favorite,Uniform,754.81
1975,1,2,5,14,441,12,10,663,58,12,Favorite,Uniform,130
1976,1,2,6,7,162,8,8,1965,131,8,Favorite,Uniform,132.5
1977,1,1,5,5,147,9,9,106,11,9,Favorite,Uniform,100
1978,1,2,11,13,105,7,24,3,1,0,Favorite,Favorite,472
1979,2,3,6,10,388,16,16,5493,107,16,Favorite,Uniform,252.99
1980,1,2,4,5,380,7,7,442,56,7,Favorite,Uniform,100
1981,1,1,8,8,423,28,25,865,58,22,Favorite,Uniform,269.95
1982,1,3,7,13,211,15,15,962,83,15,Favorite,Uniform,152.5
1983,1,2,4,6,458,13,13,4576,162,13,Favorite,Uniform,152.5
1984,1,3,4,8,338,13,13,0,0,10,Favorite,NONE,153.43
1985,1,2,5,7,461,21,21,1574,130,21,Favorite,Uniform,199.87
1986,2,2,6,7,372,10,9,915,35,10,Favorite,Uniform,103.94
1987,1,3,6,9,289,7,7,345,53,7,Favorite,Uniform,107.5
1988,1,2,4,6,305,30,28,10307,553,30,Favorite,Uniform,322.5
1989,1,3,7,11,301,10,10,180,26,8,Favorite,Uniform,150.48
1990,1,2,3,6,114,16,16,907,35,16,Favorite,Uniform,155
1991,1,3,7,7,461,11,11,1422,106,11,Favorite,Uniform,152.5
1992,1,1,5,5,184,13,13,456,52,13,Favorite,Uniform,142.5
1993,1,4,1,5,414,25,20,2275,143,25,Uniform,Uniform,175.01
1994,1,2,5,6,304,14,14,1969,50,14,Favorite,Uniform,167.5
1995,1,2,4,7,308,3,4,0,0,0,Favorite,NONE,249.96
1996,1,4,4,6,387,16,12,6265,246,16,Favorite,Uniform,110
1997,1,3,2,8,465,13,13,2512,172,13,Favorite,Uniform,102.5
1998,1,3,3,6,421,9,9,741,33,9,Favorite,Uniform,120
1999,1,2,4,7,245,3,3,203,24,0,Favorite,Uniform,137.98
2000,1,1,6,6,338,12,11,577,32,12,Favorite,Uniform,142.5
2001,1,3,2,5,373,26,26,865,65,16,Favorite,Uniform,287.76
2002,1,2,5,6,446,19,11,1349,99,19,Favorite,Uniform,128.5
2003,1,2,5,8,292,19,13,658,52,19,Favorite,Uniform,140
2004,1,3,5,8,351,7,8,334,47,2,Favorite,Uniform,117.44
2005,1,2,3,5,425,15,15,3991,102,15,Favorite,Uniform,125
2006,1,2,3,6,162,18,18,150,28,18,Favorite,Uniform,180
2007,1,3,8,19,253,18,17,2072,114,18,Favorite,Uniform,254
2008,1,1,5,5,397,14,11,1017,72,14,Favorite,Uniform,114.5
2009,1,2,6,8,365,34,19,1238,125,34,Uniform,Uniform,235.02
2010,1,2,7,10,335,21,18,101,21,18,Favorite,Uniform,241.88
2011,1,4,5,12,235,13,13,1696,69,13,Favorite,Uniform,105
2012,1,2,4,5,385,18,17,4242,309,11,Favorite,Uniform,223.72
2013,1,1,6,6,333,6,6,0,0,0,Favorite,NONE,112
2014,1,3,4,8,427,24,25,2999,153,22,Favorite,Uniform,232.49
2015,1,2,4,6,443,10,9,1178,61,10,Favorite,Uniform,110
2016,1,1,5,5,457,18,11,240,29,18,Favorite,Uniform,117.5
2017,1,2,4,7,238,14,13,1896,64,14,Favorite,Uniform,137.5
2018,1,2,6,7,133,22,14,333,31,20,Uniform,Uniform,157.46
2019,1,3,3,6,437,17,17,1705,102,17,Favorite,Uniform,178.5
2020,1,1,5,5,433,7,7,2209,41,7,Favorite,Uniform,106.25
2021,1,3,6,8,368,10,8,3133,280,10,Uniform,Uniform,112.5
2022,1,2,8,9,167,4,6,214,12,1,Favorite,Uniform,104.27
2023,1,1,5,5,398,15,15,241,32,15,Favorite,Uniform,145
2024,1,2,7,8,389,15,15,774,91,15,Favorite,Uniform,182.51
2025,1,1,5,5,268,14,14,314,45,14,Favorite,Uniform,170.75
2026,1,3,4,21,351,23,17,423,94,23,Favorite,Uniform,200
2027,1,2,2,7,232,10,10,1179,104,10,Favorite,Uniform,164.97
2028,1,2,5,7,338,14,12,1043,90,14,Favorite,Uniform,111
2029,2,2,6,6,377,16,16,1002,98,16,Uniform,Uniform,170.86
2030,1,2,4,6,343,6,6,2467,95,3,Favorite,Uniform,124.8
2031,1,2,4,6,416,10,10,2387,34,10,Favorite,Uniform,101.25
2032,1,2,7,9,372,9,8,1027,73,9,Favorite,Uniform,120
2033,1,4,5,21,294,13,13,3386,167,12,Favorite,Uniform,127.51
2034,1,2,7,9,377,17,15,1798,82,17,Favorite,Uniform,152.5
2035,1,1,7,7,412,11,9,4521,135,11,Uniform,Uniform,110
2036,1,3,3,5,446,14,12,1211,96,14,Favorite,Uniform,148
2037,1,1,4,4,367,25,19,96,9,25,Favorite,Uniform,120
2038,2,2,4,5,395,31,23,2039,135,31,Favorite,Uniform,181.25
2039,1,2,5,7,367,8,8,1614,108,8,Uniform,Uniform,121.25
2040,1,3,2,6,377,7,7,1378,75,7,Favorite,Uniform,110
2041,1,2,4,6,217,16,16,1172,113,7,Favorite,Uniform,174.27
2042,1,1,5,5,214,11,10,266,16,11,Favorite,Uniform,100
2043,1,1,6,6,455,17,17,1184,46,17,Favorite,Uniform,224.25
2044,1,1,5,5,404,44,44,2483,260,44,Favorite,Uniform,425
2045,1,1,6,6,117,23,20,183,31,23,Favorite,Uniform,195
2046,1,2,7,9,325,10,10,197,7,2,Favorite,Favorite,142.22
2047,1,3,3,7,387,24,19,1800,208,24,Uniform,Uniform,197.28
2048,1,2,6,8,364,9,9,2602,89,9,Favorite,Uniform,100
2049,1,1,8,8,217,14,14,1136,54,14,Favorite,Uniform,195
2050,1,1,5,5,321,19,16,399,56,19,Favorite,Uniform,152.5
2051,1,2,4,8,376,24,20,210,34,21,Favorite,Uniform,217.97
2052,1,2,6,7,344,10,11,0,0,0,Favorite,NONE,174.91
2053,1,2,6,10,410,26,20,1098,114,26,Favorite,Uniform,197.51
2054,1,2,2,5,465,17,17,8710,285,12,Favorite,Uniform,256.64
2055,1,2,8,8,366,7,7,1577,13,4,Uniform,Uniform,104.38
2056,1,3,3,7,370,31,24,1676,119,31,Favorite,Uniform,187.5
2057,1,2,3,5,123,28,28,2746,182,28,Favorite,Uniform,395
2058,1,2,4,7,356,28,19,3950,208,28,Uniform,Uniform,145
2059,1,1,5,5,414,13,13,220,44,13,Favorite,Uniform,120
2060,1,2,4,7,312,16,16,827,64,16,Favorite,Uniform,128
2061,1,2,6,10,216,20,15,323,43,20,Uniform,Uniform,132.5
2062,1,3,4,8,153,17,17,1654,156,17,Favorite,Uniform,227.5
2063,1,3,4,9,268,12,9,3618,118,8,Favorite,Uniform,202.49
2064,1,2,7,7,359,15,15,1416,140,15,Favorite,Uniform,197.5
2065,1,1,5,5,257,42,34,773,70,36,Favorite,Uniform,437.45
2066,1,2,7,9,156,7,7,68,7,7,Favorite,Favorite,132.5
2067,1,4,4,8,453,20,20,1622,133,20,Favorite,Uniform,170
2068,1,1,8,8,366,11,11,640,27,11,Favorite,Uniform,115
2069,1,1,6,6,366,18,18,551,18,0,Favorite,Uniform,431.71
2070,1,1,3,3,374,15,15,981,51,15,Uniform,Uniform,107.5
2071,1,2,6,8,463,12,12,459,45,12,Favorite,Uniform,180
2072,1,2,4,6,371,14,14,424,73,12,Favorite,Uniform,125.48
2073,1,2,2,6,398,21,18,335,67,16,Uniform,Uniform,177.46
2074,1,1,5,5,384,22,19,430,56,22,Favorite,Uniform,218.5
2075,1,2,6,10,179,13,13,1499,63,12,Favorite,Uniform,107.49
2076,1,2,4,6,367,19,15,880,49,15,Favorite,Uniform,202.44
2077,1,2,3,5,467,19,19,920,75,15,Favorite,Uniform,196.21
2078,2,2,5,7,409,15,15,3669,114,15,Favorite,Uniform,125.82
2079,1,2,5,6,242,7,7,1665,64,1,Favorite,Uniform,200
2080,1,2,6,8,463,12,12,1675,93,12,Favorite,Uniform,175
2081,1,2,4,6,215,24,18,1607,94,24,Favorite,Uniform,145
2082,1,3,3,15,411,17,16,1235,69,17,Uniform,Uniform,160.03
2083,2,1,8,8,333,11,11,1153,52,11,Favorite,Uniform,163.87
2084,1,1,4,4,354,30,26,677,102,27,Favorite,Uniform,231.04
2085,1,2,5,11,335,8,8,1093,47,0,Favorite,Uniform,242.98
2086,1,1,4,4,311,27,24,197,22,25,Favorite,Uniform,235.64
2087,1,1,5,5,351,8,7,585,81,4,Favorite,Uniform,112.46
2088,1,3,1,4,418,19,19,1135,62,9,Uniform,Uniform,240.61
2089,1,1,4,4,383,22,17,291,25,22,Uniform,Uniform,150
2090,1,2,3,5,258,8,8,37,12,3,Favorite,Favorite,111.71
2091,1,2,5,7,405,10,9,1689,72,10,Favorite,Uniform,120
2092,1,2,5,6,269,34,24,1298,23,34,Favorite,Uniform,196.26
2093,1,2,6,6,409,27,23,310,48,27,Favorite,Uniform,260
2094,1,1,5,5,432,11,11,871,32,5,Favorite,Uniform,157.96
2095,1,1,5,5,467,20,19,1631,116,19,Favorite,Uniform,190.3
2096,1,2,8,8,225,14,13,1767,90,14,Favorite,Uniform,117.5
2097,1,1,9,9,259,22,13,981,48,22,Favorite,Uniform,167.5
2098,1,3,6,113,432,12,12,2261,194,12,Favorite,Uniform,160
2099,1,4,3,6,470,45,39,4083,263,43,Favorite,Uniform,340.98
2100,1,2,4,6,463,9,9,4295,185,6,Uniform,Uniform,177.97
2101,1,1,8,8,357,8,8,0,0,0,Favorite,NONE,203.7
2102,1,2,2,5,413,14,14,159,43,14,Favorite,Uniform,132.5
2103,1,1,6,6,309,12,9,705,49,12,Favorite,Uniform,102.5
2104,1,1,8,8,440,14,14,5826,54,13,Favorite,Uniform,184.99
2105,1,2,6,7,428,14,13,1221,135,14,Favorite,Uniform,130
2106,1,3,4,10,447,12,9,948,37,12,Favorite,Uniform,110
2107,1,1,5,5,181,13,13,419,50,13,Favorite,Uniform,115
2108,1,1,7,7,174,12,12,419,21,12,Favorite,Uniform,105
2109,1,4,5,22,196,15,15,173,18,15,Favorite,Uniform,127.5
2110,1,2,4,6,363,8,8,256,32,8,Favorite,Uniform,102.5
2111,1,2,9,10,264,16,16,257,27,16,Favorite,Uniform,145
2112,1,1,5,5,445,46,37,326,62,38,Favorite,Uniform,440.48
2113,1,1,6,6,339,7,7,297,13,1,Favorite,Uniform,124.97
2114,1,3,4,8,438,64,64,5951,384,64,Favorite,Uniform,590.03
2115,1,1,6,6,299,24,19,2448,70,23,Favorite,Uniform,169.99
2116,1,2,3,5,389,12,12,801,57,12,Favorite,Uniform,115
2117,1,1,6,6,371,22,14,380,70,22,Uniform,Uniform,105
2118,1,1,8,8,251,14,13,610,40,5,Favorite,Uniform,293.48
2119,1,2,4,6,465,29,29,2677,125,29,Favorite,Uniform,420
2120,1,1,7,7,151,9,9,642,63,9,Favorite,Uniform,110
2121,1,3,4,8,470,9,11,1311,90,4,Uniform,Uniform,147.96
2122,2,3,6,8,355,11,11,326,40,11,Favorite,Uniform,109.91
2123,1,3,3,21,396,10,12,120,41,0,Favorite,Uniform,137.68
2124,1,3,2,7,440,16,11,2142,129,16,Favorite,Uniform,109.5
2125,1,1,4,4,335,24,18,0,0,24,Favorite,NONE,152.5
2126,1,1,6,6,464,8,8,5128,149,5,Favorite,Uniform,106.22
2127,1,1,8,8,369,10,6,281,27,9,Favorite,Uniform,187.49
2128,1,2,5,7,352,16,16,2823,299,16,Favorite,Uniform,245
2129,1,2,7,8,465,11,11,499,79,11,Favorite,Uniform,102.5
2130,1,4,2,7,461,12,13,2352,176,7,Favorite,Uniform,109.36
2131,1,2,5,7,170,14,11,1969,133,14,Favorite,Uniform,110
2132,1,2,8,8,182,15,15,903,98,15,Favorite,Uniform,140.02
2133,1,4,4,6,103,23,20,201,22,23,Favorite,Uniform,165
2134,1,2,4,7,415,18,17,1540,141,15,Favorite,Uniform,150
2135,1,2,4,6,207,19,17,1169,84,17,Favorite,Uniform,175.48
2136,1,1,4,4,445,34,27,2095,96,34,Favorite,Uniform,295
2137,1,2,7,21,351,12,12,1197,115,12,Favorite,Uniform,132.5
2138,1,1,6,6,269,26,23,4503,177,26,Favorite,Uniform,228.75
2139,1,1,6,6,463,18,18,761,118,18,Favorite,Uniform,188.62
2140,1,2,4,7,373,19,15,866,90,19,Favorite,Uniform,190
2141,1,1,4,4,312,11,11,0,0,1,Favorite,NONE,189.92
2142,1,1,8,8,197,12,12,432,41,12,Favorite,Uniform,107.51
2143,1,2,6,7,247,13,8,1676,44,12,Favorite,Uniform,109.99
2144,1,2,4,6,417,15,15,4358,146,15,Favorite,Uniform,194.75
2145,1,3,5,113,405,16,14,4438,130,16,Uniform,Uniform,117.5
2146,1,1,5,5,450,9,9,1386,48,5,Favorite,Uniform,108.97
2147,1,2,5,5,283,17,17,39,10,17,Favorite,Uniform,207.5
2148,1,3,5,12,157,9,7,800,97,9,Favorite,Uniform,105
2149,1,1,6,6,367,15,13,1093,77,15,Favorite,Uniform,125
2150,1,2,4,6,319,8,8,792,13,4,Favorite,Uniform,132.44
2151,1,3,2,7,224,9,9,945,50,9,Favorite,Uniform,130
2152,1,2,5,7,412,19,18,4520,247,19,Favorite,Uniform,195.01
2153,1,3,3,7,414,29,29,592,44,29,Favorite,Uniform,305
2154,1,2,4,7,412,25,25,654,53,25,Favorite,Uniform,292.5
2155,1,2,4,7,439,11,11,952,62,11,Favorite,Uniform,107.5
2156,1,2,4,4,427,24,18,2014,85,22,Uniform,Uniform,130
