Id,Model,Price,Age_06_15
310,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,11450,71
311,TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,12450,76
312,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,12950,74
313,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,13995,78
314,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,11750,76
315,TOYOTA Corolla 1.4 16V VVT I LIFTB LUNA 4/5-Doors,11650,73
316,TOYOTA Corolla 1.4 16V VVT I HATCHB SOL 2/3-Doors,9950,77
317,TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,13950,75
318,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,12950,78
319,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10950,72
320,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9900,76
321,TOYOTA Corolla 1.6 SDN LINEA TERRA 4/5-Doors,11950,78
322,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 4/5-Doors,11990,74
323,TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,10750,70
324,TOYOTA Corolla 1.6 VVTi Linea terra 4/5-Doors,13950,71
325,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,11250,78
326,TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,12950,73
327,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11950,75
328,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10950,76
329,TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,12950,67
330,TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,12950,69
331,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11695,77
332,TOYOTA Corolla 1.6v VVT-i Linea Sol 4/5-Doors,11000,75
333, TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,13950,69
334,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11950,72
335,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,11750,74
336,TOYOTA Corolla 1.4 16V VVT I LIFTB LUNA 4/5-Doors,12400,68
337,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,12500,69
339,TOYOTA Corolla 1.6I LIFTBACK 4/5-Doors,12900,67
340,TOYOTA Corolla 1.6 16V VVT I HATCHB SOL 2/3-Doors,12200,75
341,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,12750,77
342,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11950,76
343,TOYOTA Corolla Liftback 1.6 VVTI 4/5-Doors,11900,75
344,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA AUT4 2/3-Doors,11950,78
345,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,14950,76
346, TOYOTA Corolla 1.4 16V VVT I LIFTB LUNA 4/5-Doors,11950,75
347,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,12950,67
348, TOYOTA Corolla 1.6 16V VVT I HATCHB G6 4/5-Doors,14950,75
349,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,13450,74
350,TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,13750,72
351,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,12950,77
352, TOYOTA Corolla 1.6 Terra LB Comf. 4/5-Doors,12750,67
353,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,11895,73
354, TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,9950,76
355,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,12450,72
356,TOYOTA Corolla 1.4 16V VVT I LIFTB LUNA 4/5-Doors,12500,72
357,TOYOTA Corolla 1.6 16V VVT I HATCHB SOL 2/3-Doors,14950,77
358, TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,13750,73
359,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA AUT4 4/5-Doors,12695,73
360,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,14990,67
361, TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,12750,77
362, TOYOTA Corolla 1.6 VVTi Terra Comfort 4/5-Doors,14350,75
363,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,12950,73
364,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,11500,69
365,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,11950,75
366,TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,13450,74
367,TOYOTA Corolla 1.6 16V VVT I LIFTB LUNA 4/5-Doors,12900,72
368,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,10500,75
369,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10950,69
370,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,11950,75
371,TOYOTA Corolla 1.6 VVTI Linea Terra Comfort 4/5-Doors,11450,71
372, TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,13250,78
373,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,10250,73
374,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,13995,69
375,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,11950,74
376,TOYOTA Corolla 1.4 LB LINEA TERRA 4/5-Doors,13250,67
377,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,12950,74
378,TOYOTA Corolla 1.4 16V VVT I LIFTB LUNA 4/5-Doors,11750,72
379,TOYOTA Corolla 1.6 Linea Terra LB 4/5-Doors,11500,73
380,TOYOTA Corolla 1.4 VVTI LB 4/5-Doors,13500,77
381, TOYOTA Corolla 1.9 D HATCHB SOL 2/3-Doors,6500,87
382,TOYOTA Corolla 1.9 D SEDAN TERRA 4/5-Doors,6400,85
383,TOYOTA Corolla 1.9 D HATCHB TERRA 2/3-Doors,7000,87
384,TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,7750,88
385,TOYOTA Corolla 1.9 D Sedan 4/5-Doors,8900,79
386,TOYOTA Corolla 1.6 VVTi Linea terra 2/3-Doors,8500,89
387,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,8950,88
388,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,9900,85
389,TOYOTA Corolla 1.9 D LIFTB LUNA 4/5-Doors,10250,87
390,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,9250,82
391,TOYOTA Corolla 1.9 D WGN LINEA TERRA Stationwagen,7750,82
392, TOYOTA Corolla 1.9 D SEDAN TERRA 4/5-Doors,9450,88
393,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,7750,89
394,TOYOTA Corolla 1.9 D WAGON TERRA Stationwagen,8250,86
395,TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,9950,83
396,TOYOTA Corolla 1.8D Stationwagen,4450,90
397, TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,9950,84
398,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,9000,82
399,TOYOTA Corolla 1.9 D LB LINEA SOL 4/5-Doors,9950,87
400,TOYOTA Corolla 2.0 D4D HATCHB TERRA 2/3-Doors,12450,81
401,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,10500,89
402,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,10750,88
403,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,8950,87
404,TOYOTA Corolla 1.9 D LIFTB TERRA 4/5-Doors,10500,88
405,TOYOTA Corolla 2.0D 4/5-Doors,5150,90
406,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10950,83
407,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9450,86
408,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,88
409,TOYOTA Corolla 1.9 D WAGON TERRA Stationwagen,10950,85
410,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11900,81
411,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,9950,84
412,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11950,88
413,TOYOTA Corolla 1.6 16v TERRA 4/5-Doors,7900,84
414, TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,10950,86
415,TOYOTA Corolla 1.9 D LIFTB TERRA 4/5-Doors,8950,82
416, TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,11950,85
417,TOYOTA Corolla 1.6 HB SOL 2/3-Doors,10900,83
418, TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,9950,89
419, TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,9950,85
420,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,10950,88
421, TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,8950,89
422, TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,89
423,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,10500,83
424,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,8950,87
425,TOYOTA Corolla 1.9 D LIFTB TERRA 4/5-Doors,9250,87
426, TOYOTA Corolla LIFTBACK 1.4 VVT-i LINEA TERRA 4/5-Doors,11500,82
427, TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,9750,86
428, TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,9950,79
429, TOYOTA Corolla 1.6 16V VVT I HATCHB SOL 2/3-Doors,11450,83
430,TOYOTA Corolla 1.6 VVT-i L. Sol Wagon Stationwagen,12500,88
431,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,10500,84
432,TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,12950,84
433, TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,12200,84
434,TOYOTA Corolla 1.4 16V VVT I HATCHB SOL 2/3-Doors,10950,84
435, TOYOTA Corolla 1.6 LB LINEA SOL 4/5-Doors,10950,88
436,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA AUT4 2/3-Doors,11290,83
437,TOYOTA Corolla 1.4 VVT-i Linea Sol HB 2/3-Doors,10750,83
438,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,10895,87
439, TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11500,81
440, TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,9750,82
441,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,10250,89
442,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,12500,83
443, TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,11950,88
444,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10750,84
445, TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,11450,80
446,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11950,88
447,TOYOTA Corolla 1.6 G6 HB 2/3-Doors,11750,82
448, TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA AUT4 4/5-Doors,10950,84
449, TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11950,89
450, TOYOTA Corolla 1.9 D HATCHB TERRA 2/3-Doors,10995,83
451,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,11450,90
452, TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,8900,83
453,TOYOTA Corolla 1.6 4/5-Doors,10500,84
454,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11750,81
455, TOYOTA Corolla 1.4 16V VVT I HATCHB SOL 2/3-Doors,11450,83
456,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,12000,86
457,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA AUT4 2/3-Doors,11950,84
458, TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9850,87
459, TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,10950,88
460,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,10950,88
461,TOYOTA Corolla 1.9 D Linea Terra 2/3-Doors,8695,84
462,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,10990,87
463,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9500,89
464, TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,11950,83
465,TOYOTA Corolla 1.4 16V VVT I LIFTB SOL 4/5-Doors,10750,80
466, TOYOTA Corolla 1.9 D LIFTB TERRA 4/5-Doors,8750,81
467,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,8750,83
468,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,11450,89
469,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,80
470,TOYOTA Corolla 1.6 16V WAGON LINEA LUNA Stationwagen,11950,90
471, TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,13950,86
472, TOYOTA Corolla 1.6 16V VVT I HATCHB G6 4/5-Doors,11250,88
473,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10900,84
474,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9750,90
475,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,86
476,TOYOTA Corolla 1.6 sol lb 4/5-Doors,11950,90
477,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,10450,82
478,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,8950,88
479,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,10250,88
480,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,9930,87
481, TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,10500,88
482,TOYOTA Corolla 1.6 SDN LINEA SOL 4/5-Doors,11950,88
483,TOYOTA Corolla 1.9 D Wagon Stationwagen,11500,82
484,TOYOTA Corolla 1.6 SDN LINEA SOL 4/5-Doors,11500,89
485,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11450,88
486, TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9900,90
487,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9500,88
488, TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10500,84
489, TOYOTA Corolla 1.6 VVTI Linea Terra liftback 4/5-Doors,10750,84
490,TOYOTA Corolla LIFTBACK 1.9 D Linea Terra 4/5-Doors,8950,88
491, TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,12000,90
492,TOYOTA Corolla ! 1.6-16v vvt-i sol airco sedan 4/5-Doors,9940,87
493, TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,10950,81
494, TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,10750,88
495, TOYOTA Corolla 1.4 VVTI Linea Terra 2/3-Doors,9799,85
496,TOYOTA Corolla 1.4 VVT-i Linea Luna liftback 4/5-Doors,11750,85
497,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,11950,88
498,TOYOTA Corolla 1.6 16V VVT I HATCHB SOL 2/3-Doors,11250,86
499, TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,11750,88
500,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,10950,89
501, TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11250,90
502,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,87
503,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,9700,85
504, TOYOTA Corolla 1.6 SDN LINEA SOL 4/5-Doors,11950,81
505, TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,9900,87
506,TOYOTA Corolla 1.6 16V VVT I HATCHB SOL 2/3-Doors,9990,89
507, TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9475,82
508,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11500,88
509,TOYOTA Corolla 1.6 VVTI Linea Sol Sedan 4/5-Doors,11950,87
510, TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,11500,89
511,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,10500,84
512, TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10900,80
513, TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,11700,86
514,TOYOTA Corolla 1.6 16v Liftback Linea So 4/5-Doors,11900,85
515, TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,13950,85
516, TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10950,83
517,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10500,90
518,TOYOTA Corolla 1.4 HB LINEA TERRA 2/3-Doors,10750,89
519,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,11950,89
520,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10000,90
521, TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10495,82
522,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11450,84
523, TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9400,88
524,TOYOTA Corolla 1.3 G6 liftback 4/5-Doors,11950,85
525,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,9650,87
526, TOYOTA Corolla 1.6 HB LINEA TERRA 2/3-Doors,18950,83
527, TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,11450,85
528,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,10250,86
529,TOYOTA Corolla 1.6 16V VVT I HATCHB SOL 2/3-Doors,11450,82
530,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,88
531, TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,10500,90
532,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,13750,88
533,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,82
534,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,10250,88
535, TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,10850,88
536, TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,11895,86
537,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,12950,87
538,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11950,84
539, TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,10750,90
540, TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,9550,88
541, TOYOTA Corolla 1.3 Linea Terra liftback 4/5-Doors,10950,90
542,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,11750,86
543, TOYOTA Corolla LIFTBACK 1.6 Linea terra 4/5-Doors,10950,81
544,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,12450,88
545, TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,10500,86
546, TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10900,84
547, TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,12950,84
548,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10950,81
549,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,12500,90
550, TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,89
551,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,10750,90
552, TOYOTA Corolla 1.4 16V VVT I HATCHB SOL 2/3-Doors,12500,82
554,TOYOTA Corolla 1.6 Hatchback 2/3-Doors,10450,83
555,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10750,86
556, TOYOTA Corolla 1.6 VVT-i Linea Sol 4/5-Doors,12950,83
557,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10995,84
558,TOYOTA Corolla 1.6 16V VVT I HATCHB SOL AUT4 2/3-Doors,11950,83
559,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,11250,84
560,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 4/5-Doors,11950,81
561,TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,13750,88
562, TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11000,81
563,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,13500,84
564, TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,10950,88
565, TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10750,88
566,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,8950,81
567,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,12950,85
568, TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9750,90
569,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10900,88
570, TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,10995,89
571,TOYOTA Corolla 1.4 16V VVT I LIFTB SOL 4/5-Doors,10750,82
572, TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,10950,86
573,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,13000,83
574, TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA AUT4 2/3-Doors,12950,79
575,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11500,86
576, TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10950,90
577,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,11710,82
578,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9980,83
579,TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,12250,85
580, TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11500,80
581,TOYOTA Corolla 1.6 16v Liftback Linea Sol 4/5-Doors,11950,90
582,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,11500,89
583,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11900,80
584, TOYOTA Corolla 1.4 16V VVT I HATCHB SOL 2/3-Doors,11930,83
585,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10500,86
586,TOYOTA Corolla 1.4 HB Terra 2/3-Doors,8950,90
587,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10450,80
588, TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,10500,89
589,TOYOTA Corolla 1.6 16V VVT I HATCHB SOL AUT4 2/3-Doors,12950,84
590, TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,9950,89
591, TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,12900,86
592,TOYOTA Corolla 1.4 HB LINEA TERRA 2/3-Doors,9950,82
593,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,89
594, TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,10950,82
595,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10950,87
596, TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,81
597,TOYOTA Corolla LIFTBACK 1.4 16V VVTI TERRA 4/5-Doors,10950,84
598,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10800,84
599, TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10500,90
600, TOYOTA Corolla 1.6 SDN LINEA TERRA 4/5-Doors,10450,84
601, TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10600,85
602,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10450,82
603, TOYOTA Corolla 1.4 16V VVT I LIFTB SOL 4/5-Doors,12950,84
604,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA AUT4 2/3-Doors,11250,81
605,TOYOTA Corolla 2.0 d HB Diesel 2/3-Doors,7500,84
606,TOYOTA Corolla 1.4 VVT-i Terra 2/3-Doors,8950,86
607,TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,6950,92
608,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,7900,102
609,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,5950,102
610,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,7500,93
611,TOYOTA Corolla 2.0 DSL LIFTB LINEA LUNA 4/5-Doors,7500,96
612,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,6900,99
613,TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,5751,101
614,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6950,102
615,TOYOTA Corolla 1.6 Linea Terra Comfort 4/5-Doors,7950,101
616,TOYOTA Corolla 2.0 DSL HATCHB LINEA LUNA 2/3-Doors,7750,93
617,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,7950,98
618,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,8250,98
619,TOYOTA Corolla 2.0diesel Stationwagen,6250,101
620,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,9500,96
621,TOYOTA Corolla 2.0D TERRA LIFTBACK 4/5-Doors,6900,93
622,TOYOTA Corolla 1.6 16V G6 2/3-Doors,8450,98
623,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,7350,99
624,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8950,102
625,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,6900,94
626,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,93
